code,year,points,college,audition,desc
DK876,2009,350, Dundalk Institute of Technology,False, Early Childhood Studies
DN090,2009,495, University College Dublin (NUI),False, Human Nutrition
DN091,2009,330, University College Dublin (NUI),False, Dairy Business
DK873,2009,139, Dundalk Institute of Technology,True, Mature Applicants Intellectual Disability Nursing
DN093,2009,350, University College Dublin (NUI),False, Archaeology and Geology
DK878,2009,182, Dundalk Institute of Technology,True, Mature Applicants Midwifery
CW108,2009,300, Institute of Technology Carlow,False, Biosciences with Bioforensics
LY908,2009,380, Letterkenny Institute of Technology,False, General Nursing
WD079,2009,290, Waterford Institute of Technology,False, Business Management with Law
TR098,2009,144, Trinity College,True, Mature Applicants Intellectual Disability Nursing
TI113,2009,210, Tipperary Institute,False, Business
CK102,2009,370, University College Cork (NUI),False, Social Science
CK103,2009,370, University College Cork (NUI),True, Music
CK101,2009,360, University College Cork (NUI),False, Arts
CK106,2009,505, University College Cork (NUI),False, Applied Psychology
CK104,2009,465, University College Cork (NUI),True, Arts with Music
BN104,2009,215, Institute of Technology Blanchardstown,False, Computing Information Technology
AL052,2009,560, Athlone Institute of Technology,True, Design Visual Communications
AL051,2009,235, Athlone Institute of Technology,False, Accounting
AL050,2009,230, Athlone Institute of Technology,False, Business
WD091,2009,280, Waterford Institute of Technology,False, Hospitality Management
BN101,2009,220, Institute of Technology Blanchardstown,False, Business
BN103,2009,245, Institute of Technology Blanchardstown,False, Business and Information Technology
AL112,2009,370, Athlone Institute of Technology,False, Psychiatric Nursing
AL113,2009,160, Athlone Institute of Technology,True, Mature Applicants Psychiatric Nursing
AL110,2009,395, Athlone Institute of Technology,False, General Nursing
AL111,2009,166, Athlone Institute of Technology,True, Mature Applicants General Nursing
BN108,2009,230, Institute of Technology Blanchardstown,False, Engineering Common 1st Year
BN109,2009,245, Institute of Technology Blanchardstown,False, Business Common 1st Year
WD152,2009,340, Waterford Institute of Technology,False, Visual Arts
GY350,2009,315, National University of Ireland Galway,False, Information Technology
CR520,2009,350, Cork Institute of Technology,False, Biomedical Engineering
CK201,2009,450, University College Cork (NUI),False, Commerce
CK203,2009,380, University College Cork (NUI),False, Business Information Systems
CK202,2009,475, University College Cork (NUI),False, Accounting
CK205,2009,455, University College Cork (NUI),False, Commerce International with French
CK204,2009,445, University College Cork (NUI),False, Finance
CK207,2009,320, University College Cork (NUI),False, Commerce International with Italian
CK206,2009,405, University College Cork (NUI),False, Commerce International with German
CK209,2009,455, University College Cork (NUI),False, Commerce International with Irish
CK208,2009,415, University College Cork (NUI),False, Commerce International with Hispanic Studies
MH110,2009,365, Maynooth University,False, Multimedia BA
LM092,2009,460, University of Limerick,False, Science with concurrent Teacher Ed Bio Sciences with Phys
MH114,2009,440, Maynooth University,False, English
MH115,2009,465, Maynooth University,False, Law BCL and Arts
CK740,2009,435, University College Cork (NUI),False, Midwifery
CK741,2009,177, University College Cork (NUI),True, Mature Applicants Midwifery
LM048,2009,375, University of Limerick,False, Irish and New MediaAn Ghaeilge agus na Mein ra
WD820,2009,160, Waterford Institute of Technology,True, Mature Applicants Intellectual Disability Nursing
LM043,2009,320, University of Limerick,False, International Insurance and European Studies
LM040,2009,385, University of Limerick,False, European Studies
LM041,2009,340, University of Limerick,False, Public Administration
LM046,2009,370, University of Limerick,False, History Politics Sociology and Social Studies
LM044,2009,460, University of Limerick,False, Applied Languages
LM045,2009,405, University of Limerick,False, Languages Literature and Film
DT491,2009,325, Dublin Institute of Technology,False, Environmental Health
LY948,2009,166, Letterkenny Institute of Technology,True, Mature Applicants Psychiatric Nursing
GY113,2009,435, National University of Ireland Galway,False, Arts with Human Rights
CR111,2009,nan, Cork Institute of Technology,False," Computerised Instrument Systems
"
LM087,2009,435, University of Limerick,False, Energy
DC228,2009,171, Dublin City University,True, Mature Applicants Childrens and General Nursing Integrated
DC225,2009,160, Dublin City University,True, Mature Applicants General Nursing
DC226,2009,150, Dublin City University,True, Mature Applicants Psychiatric Nursing
DC227,2009,131, Dublin City University,True, Mature Applicants Intellectual Disability Nursing
DL141,2009,310, Dun Laoghaire Institute of Art Design and Technology,False, Applied Psychology
DL143,2009,245, Dun Laoghaire Institute of Art Design and Technology,False, Multimedia SystemsWeb Engineering
GC430,2009,215, Griffith College,False, Computing Science Dublin
CR150,2009,310, Cork Institute of Technology,False, Business Information Systems
CE001,2009,420, Church of Ireland College,True, Education Primary Teaching
CK731,2009,157, University College Cork (NUI),True, Mature Applicants Intellectual Disability Nursing
CK730,2009,425, University College Cork (NUI),False, Intellectual Disability Nursing
LM020,2009,455, University of Limerick,False, Law and Accounting
TR021,2009,445, Trinity College,False, Classics
TR020,2009,555, Trinity College,False, Law and Political Science
TR023,2009,475, Trinity College,False, English Studies
TR022,2009,335, Trinity College,False, Early and Modern Irish
TR025,2009,500, Trinity College,True, Drama and Theatre Studies
DT422,2009,305, Dublin Institute of Technology,False, Pharmaceutical Healthcare
DT421,2009,245, Dublin Institute of Technology,False, Food Innovation
DT420,2009,350, Dublin Institute of Technology,False, Nutraceuticals in Health and Nutrition
TR029,2009,430, Trinity College,False, Political Science and Geography
TR028,2009,385, Trinity College,False, Ancient and Medieval History and Culture
LM157,2009,184, University of Limerick,True, Mature Applicants Midwifery
CR305,2009,295, Cork Institute of Technology,False, Science Level Common Entry
MH302,2009,405, Maynooth University,False, Electronic Engineering
DT544,2009,475, Dublin Institute of Technology,True, Design Interior and Furniture
DT545,2009,650, Dublin Institute of Technology,True, Design Visual Communication
DT546,2009,620, Dublin Institute of Technology,True, Fine Art
TL330,2009,300, Institute of Technology Tralee,False, Computing with Games Development
TL111,2009,173, Institute of Technology Tralee,True, Mature Applicants General Nursing
LC102,2009,785, Limerick Institute of Technology,True, Art and Design
TL116,2009,168, Institute of Technology Tralee,True, Mature Applicants Mental Health Nursing
TL115,2009,370, Institute of Technology Tralee,False, Mental Health Nursing
LC661,2009,250, Limerick Institute of Technology,False, Drug and Medicinal Product Analysis
DN106,2009,415, University College Dublin (NUI),False, Veterinary Nursing
TA124,2009,230, Institute of Technology Tallaght,False, Financial Services and Investment Analysis
TA121,2009,245, Institute of Technology Tallaght,False, Accounting
TA123,2009,235, Institute of Technology Tallaght,False, Marketing Management
TA122,2009,300, Institute of Technology Tallaght,False, Management
DC171,2009,355, Dublin City University,False, Applied Physics
DC173,2009,375, Dublin City University,False, Physics with Biomedical Sciences
MH303,2009,345, Maynooth University,False, Electronic Engineering with Communications
DK830,2009,250, Dundalk Institute of Technology,False, Building Surveying
MH301,2009,465, Maynooth University,False, Electronic Engineering with Computers
MH305,2009,330, Maynooth University,False, Product Design Marketing and Innovation
MH304,2009,365, Maynooth University,False, Common entry to Computer Electronic and Communications Engineering
MU002,2009,300, Pontifical University St Patrick's College,False, Theology
MU001,2009,315, Pontifical University St Patrick's College,False, Theology and Arts
DN036,2009,475, University College Dublin (NUI),False, Neuroscience
DN037,2009,495, University College Dublin (NUI),False, Biomedical Health and Life Sciences
DN034,2009,440, University College Dublin (NUI),False, Pharmacology
DN035,2009,410, University College Dublin (NUI),False, Medicinal Chemistry and Chemical Biology
DN032,2009,495, University College Dublin (NUI),False, Mathematical Science AQA
DN033,2009,380, University College Dublin (NUI),False, Physics with Astronomy and Space Science
DN030,2009,370, University College Dublin (NUI),False, Computer Science Science
CR500,2009,310, Cork Institute of Technology,False, Common Engineering Honours Degree Entry
LM152,2009,410, University of Limerick,False, Mental Health Nursing
DN038,2009,305, University College Dublin (NUI),False, Climate and Earth System Science
DN039,2009,430, University College Dublin (NUI),False, Biochemistry and Molecular Biology
GY250,2009,395, National University of Ireland Galway,False, Corporate Law
GY251,2009,440, National University of Ireland Galway,False, Civil Law
GY318,2009,330, National University of Ireland Galway,False, Biopharmaceutical Chemistry
LM153,2009,166, University of Limerick,True, Mature Applicants Mental Health Nursing
CR400,2009,360, Cork Institute of Technology,False, Accounting
GY310,2009,335, National University of Ireland Galway,False, Marine Science
GY313,2009,285, National University of Ireland Galway,False, Health Safety Systems
GY315,2009,410, National University of Ireland Galway,False, Physics and Applied Physics
GY314,2009,360, National University of Ireland Galway,False, Earth and Ocean Sciences
GY317,2009,360, National University of Ireland Galway,False, Physics with Astrophysics
GY316,2009,360, National University of Ireland Galway,False, Physics with Medical Physics
WD025,2009,305, Waterford Institute of Technology,False, Construction Management and Engineering
MH201,2009,350, Maynooth University,False, Science
LC921,2009,345, Limerick Institute of Technology,False, Applied Social Studies Social Care
GY504,2009,400, National University of Ireland Galway,False, Podiatry
WD028,2009,315, Waterford Institute of Technology,False, Applied Computing
GY501,2009,712, National University of Ireland Galway,True, Medicine five yearsix year course
